,O*NET-SOC Code,Title,Example,Hot Technology,In Demand
3599,13-1071.00,Human Resources Specialists,ADP Workforce Now,N,N
3600,13-1071.00,Human Resources Specialists,Advanced business application programming ABAP,N,N
3601,13-1071.00,Human Resources Specialists,Airtable,N,N
3602,13-1071.00,Human Resources Specialists,Apple Final Cut Pro,N,N
3603,13-1071.00,Human Resources Specialists,Apple macOS,Y,N
3604,13-1071.00,Human Resources Specialists,Applicant tracking software,N,Y
3605,13-1071.00,Human Resources Specialists,ApplicantPro iApplicants,N,N
3606,13-1071.00,Human Resources Specialists,Arbita OnePost,N,N
3607,13-1071.00,Human Resources Specialists,Arbita OneWorld,N,N
3608,13-1071.00,Human Resources Specialists,Assessment software,N,N
3609,13-1071.00,Human Resources Specialists,AST Staff Matrix,N,N
3610,13-1071.00,Human Resources Specialists,Background checking software,N,N
3611,13-1071.00,Human Resources Specialists,Blackbaud The Raiser's Edge,N,N
3612,13-1071.00,Human Resources Specialists,Blackboard software,N,N
3613,13-1071.00,Human Resources Specialists,Blackdog,N,N
3614,13-1071.00,Human Resources Specialists,BlackDog Recruiting,N,N
3615,13-1071.00,Human Resources Specialists,Bond International Adapt Staffing,N,N
3616,13-1071.00,Human Resources Specialists,Bond International Software Bond StaffSuite,N,N
3617,13-1071.00,Human Resources Specialists,BrightMove Applicant Tracking System,N,N
3618,13-1071.00,Human Resources Specialists,Bullhorn Applicant Tracking System,N,N
3619,13-1071.00,Human Resources Specialists,Candidate screening software,N,N
3620,13-1071.00,Human Resources Specialists,Candidate tracking software,N,N
3621,13-1071.00,Human Resources Specialists,Careerbuilder.com,N,N
3622,13-1071.00,Human Resources Specialists,Cisco Webex,Y,N
3623,13-1071.00,Human Resources Specialists,Cluen Encore,N,N
3624,13-1071.00,Human Resources Specialists,Cluen executive recruitment software,N,N
3625,13-1071.00,Human Resources Specialists,COATSsql,N,N
3626,13-1071.00,Human Resources Specialists,CVTracer,N,N
3627,13-1071.00,Human Resources Specialists,Data entry software,N,N
3628,13-1071.00,Human Resources Specialists,Data Frenzy,N,N
3629,13-1071.00,Human Resources Specialists,Database software,N,N
3630,13-1071.00,Human Resources Specialists,DGCC.com RecruitTrack,N,N
3631,13-1071.00,Human Resources Specialists,Drupal,N,N
3632,13-1071.00,Human Resources Specialists,Ellucian Banner Human Resources,N,N
3633,13-1071.00,Human Resources Specialists,Enterprise JavaBeans,N,N
3634,13-1071.00,Human Resources Specialists,eQuest,N,N
3635,13-1071.00,Human Resources Specialists,ESRI ArcGIS software,Y,N
3636,13-1071.00,Human Resources Specialists,Evernote,N,N
3637,13-1071.00,Human Resources Specialists,Extensible markup language XML,Y,N
3638,13-1071.00,Human Resources Specialists,Facebook,Y,N
3639,13-1071.00,Human Resources Specialists,FaceTime,N,N
3640,13-1071.00,Human Resources Specialists,FileMaker Pro,N,N
3641,13-1071.00,Human Resources Specialists,GitHub,Y,N
3642,13-1071.00,Human Resources Specialists,GoBackgrounds,N,N
3643,13-1071.00,Human Resources Specialists,Google,N,N
3644,13-1071.00,Human Resources Specialists,Google Ads,N,N
3645,13-1071.00,Human Resources Specialists,Google Analytics,Y,N
3646,13-1071.00,Human Resources Specialists,Google Docs,Y,N
3647,13-1071.00,Human Resources Specialists,Google Drive,N,N
3648,13-1071.00,Human Resources Specialists,Google Meet,N,N
3649,13-1071.00,Human Resources Specialists,Google Slides,N,N
3650,13-1071.00,Human Resources Specialists,HireAbility ResumeParser,N,N
3651,13-1071.00,Human Resources Specialists,HireLogic PowerPlace,N,N
3652,13-1071.00,Human Resources Specialists,HRM Direct,N,N
3653,13-1071.00,Human Resources Specialists,Human resource information system (HRIS),N,N
3654,13-1071.00,Human Resources Specialists,Human resource management software HRMS,N,N
3655,13-1071.00,Human Resources Specialists,Hypertext markup language HTML,Y,N
3656,13-1071.00,Human Resources Specialists,IBM Cognos Impromptu,N,N
3657,13-1071.00,Human Resources Specialists,IBM Domino,N,N
3658,13-1071.00,Human Resources Specialists,IBM InfoSphere DataStage,N,N
3659,13-1071.00,Human Resources Specialists,IBM Notes,N,N
3660,13-1071.00,Human Resources Specialists,IBM Power Systems software,N,N
3661,13-1071.00,Human Resources Specialists,IBM SPSS Statistics,Y,N
3662,13-1071.00,Human Resources Specialists,ICIMS,N,N
3663,13-1071.00,Human Resources Specialists,Industrial Code Recruitpoint.net,N,N
3664,13-1071.00,Human Resources Specialists,Intelius,N,N
3665,13-1071.00,Human Resources Specialists,Intelligent Algorithms InfoGIST Platinum Recruiter,N,N
3666,13-1071.00,Human Resources Specialists,Intuit QuickBooks,Y,N
3667,13-1071.00,Human Resources Specialists,Job posting software,N,N
3668,13-1071.00,Human Resources Specialists,Kronos Workforce HR,N,N
3669,13-1071.00,Human Resources Specialists,Kronos Workforce Payroll,N,N
3670,13-1071.00,Human Resources Specialists,Kronos Workforce Timekeeper,Y,N
3671,13-1071.00,Human Resources Specialists,Lawson Human Resource Management,N,N
3672,13-1071.00,Human Resources Specialists,LexisNexis,N,N
3673,13-1071.00,Human Resources Specialists,LinkedIn,N,N
3674,13-1071.00,Human Resources Specialists,Loom,N,N
3675,13-1071.00,Human Resources Specialists,Main Sequence Technologies PCRecruiter,N,N
3676,13-1071.00,Human Resources Specialists,Main Sequence Technologies PCRecruiter Resume Inhaler,N,N
3677,13-1071.00,Human Resources Specialists,Marketo Marketing Automation,Y,N
3678,13-1071.00,Human Resources Specialists,MEDITECH software,Y,N
3679,13-1071.00,Human Resources Specialists,Micro J Systems PcHunter,N,N
3680,13-1071.00,Human Resources Specialists,Microsoft Access,Y,N
3681,13-1071.00,Human Resources Specialists,Microsoft Dynamics,N,N
3682,13-1071.00,Human Resources Specialists,Microsoft Dynamics GP,N,N
3683,13-1071.00,Human Resources Specialists,Microsoft Excel,Y,Y
3684,13-1071.00,Human Resources Specialists,Microsoft Internet Explorer,N,N
3685,13-1071.00,Human Resources Specialists,Microsoft Office software,Y,Y
3686,13-1071.00,Human Resources Specialists,Microsoft Outlook,Y,Y
3687,13-1071.00,Human Resources Specialists,Microsoft PowerPoint,Y,Y
3688,13-1071.00,Human Resources Specialists,Microsoft Project,Y,N
3689,13-1071.00,Human Resources Specialists,Microsoft Publisher,N,N
3690,13-1071.00,Human Resources Specialists,Microsoft SharePoint,Y,N
3691,13-1071.00,Human Resources Specialists,Microsoft SQL Server,Y,N
3692,13-1071.00,Human Resources Specialists,Microsoft SQL Server Reporting Services SSRS,Y,N
3693,13-1071.00,Human Resources Specialists,Microsoft Visio,Y,N
3694,13-1071.00,Human Resources Specialists,Microsoft Visual Basic,Y,N
3695,13-1071.00,Human Resources Specialists,Microsoft Visual Basic for Applications VBA,Y,N
3696,13-1071.00,Human Resources Specialists,Microsoft Windows,Y,N
3697,13-1071.00,Human Resources Specialists,Microsoft Word,Y,Y
3698,13-1071.00,Human Resources Specialists,MicroStrategy,N,N
3699,13-1071.00,Human Resources Specialists,MPAY Millennium,N,N
3700,13-1071.00,Human Resources Specialists,NetSuite ERP,N,N
3701,13-1071.00,Human Resources Specialists,Online databases,N,N
3702,13-1071.00,Human Resources Specialists,Oracle Business Intelligence Enterprise Edition,N,N
3703,13-1071.00,Human Resources Specialists,Oracle Database,Y,N
3704,13-1071.00,Human Resources Specialists,Oracle E-Business Suite Financials,N,N
3705,13-1071.00,Human Resources Specialists,Oracle Eloqua,N,N
3706,13-1071.00,Human Resources Specialists,Oracle Fusion Applications,N,N
3707,13-1071.00,Human Resources Specialists,Oracle HRIS,N,Y
3708,13-1071.00,Human Resources Specialists,Oracle Hyperion,N,N
3709,13-1071.00,Human Resources Specialists,Oracle JD Edwards EnterpriseOne,N,N
3710,13-1071.00,Human Resources Specialists,Oracle PeopleSoft,Y,N
3711,13-1071.00,Human Resources Specialists,Oracle PeopleSoft Financials,N,N
3712,13-1071.00,Human Resources Specialists,Oracle PeopleSoft Human Capital Management,N,N
3713,13-1071.00,Human Resources Specialists,Oracle Primavera Enterprise Project Portfolio Management,Y,N
3714,13-1071.00,Human Resources Specialists,Oracle Solaris,N,N
3715,13-1071.00,Human Resources Specialists,Oracle Taleo,N,N
3716,13-1071.00,Human Resources Specialists,Oracle WebLogic Server,N,N
3717,13-1071.00,Human Resources Specialists,Perforce Helix software,N,N
3718,13-1071.00,Human Resources Specialists,Post Once,N,N
3719,13-1071.00,Human Resources Specialists,PostingPal,N,N
3720,13-1071.00,Human Resources Specialists,PowerPlace Professional,N,N
3721,13-1071.00,Human Resources Specialists,Qlik Tech QlikView,N,N
3722,13-1071.00,Human Resources Specialists,Recruit Wizard,N,N
3723,13-1071.00,Human Resources Specialists,Recruitment management software,N,N
3724,13-1071.00,Human Resources Specialists,Recruitpoint.net,N,N
3725,13-1071.00,Human Resources Specialists,RecruitTrack,N,N
3726,13-1071.00,Human Resources Specialists,Resource Edge TalentHook Sphere,N,N
3727,13-1071.00,Human Resources Specialists,Resume converter software,N,N
3728,13-1071.00,Human Resources Specialists,Resume extraction and search software,N,N
3729,13-1071.00,Human Resources Specialists,Resume processing software,N,N
3730,13-1071.00,Human Resources Specialists,ResumeRobot,N,N
3731,13-1071.00,Human Resources Specialists,Safari Software Products Safari,N,N
3732,13-1071.00,Human Resources Specialists,Sage 50 Accounting,N,N
3733,13-1071.00,Human Resources Specialists,Salesforce software,Y,N
3734,13-1071.00,Human Resources Specialists,SAP Business Objects,N,N
3735,13-1071.00,Human Resources Specialists,SAP Crystal Reports,N,N
3736,13-1071.00,Human Resources Specialists,SAP ERP Human Capital Management,N,N
3737,13-1071.00,Human Resources Specialists,SAP software,Y,N
3738,13-1071.00,Human Resources Specialists,SAS,Y,N
3739,13-1071.00,Human Resources Specialists,Sendouts Recruiting,N,N
3740,13-1071.00,Human Resources Specialists,Silk Road technology OpenHire,N,N
3741,13-1071.00,Human Resources Specialists,Skype,N,N
3742,13-1071.00,Human Resources Specialists,Slack,Y,N
3743,13-1071.00,Human Resources Specialists,SmugMug Flickr,N,N
3744,13-1071.00,Human Resources Specialists,Social media sites,N,N
3745,13-1071.00,Human Resources Specialists,Staffing Solutions Enterprises Staff Matrix,N,N
3746,13-1071.00,Human Resources Specialists,StaffingSoft Staffing Edition,N,N
3747,13-1071.00,Human Resources Specialists,StataCorp Stata,N,N
3748,13-1071.00,Human Resources Specialists,Tableau,Y,N
3749,13-1071.00,Human Resources Specialists,Talent Technology HireDesk,N,N
3750,13-1071.00,Human Resources Specialists,Talent Technology Resume Mirror,N,N
3751,13-1071.00,Human Resources Specialists,Talent Technology Talemetry,N,N
3752,13-1071.00,Human Resources Specialists,TalentHook,N,N
3753,13-1071.00,Human Resources Specialists,Tax software,N,N
3754,13-1071.00,Human Resources Specialists,Technomedia Hodes iQ,N,N
3755,13-1071.00,Human Resources Specialists,TempWorks recruiting and staffing software,N,N
3756,13-1071.00,Human Resources Specialists,Teradata Database,Y,N
3757,13-1071.00,Human Resources Specialists,VCG Pointwing,N,N
3758,13-1071.00,Human Resources Specialists,Vendor management system software,N,N
3759,13-1071.00,Human Resources Specialists,Web browser software,N,N
3760,13-1071.00,Human Resources Specialists,Workday software,Y,Y
3761,13-1071.00,Human Resources Specialists,YouTube,N,N
3762,13-1071.00,Human Resources Specialists,Zoom,Y,N
3763,13-1074.00,Farm Labor Contractors,Bookkeeping software,N,N
3764,13-1074.00,Farm Labor Contractors,E-Verify,N,N
3765,13-1074.00,Farm Labor Contractors,Facebook,Y,N
3766,13-1074.00,Farm Labor Contractors,Financial accounting software,N,N
3767,13-1074.00,Farm Labor Contractors,Intuit QuickBooks,Y,N
3768,13-1074.00,Farm Labor Contractors,Microsoft Access,Y,N
3769,13-1074.00,Farm Labor Contractors,Microsoft Excel,Y,N
3770,13-1074.00,Farm Labor Contractors,Microsoft Office software,Y,N
3771,13-1074.00,Farm Labor Contractors,Microsoft Outlook,Y,N
3772,13-1074.00,Farm Labor Contractors,Microsoft SharePoint,Y,N
3773,13-1074.00,Farm Labor Contractors,Microsoft Word,Y,N
3774,13-1074.00,Farm Labor Contractors,SAP software,Y,N
3775,13-1074.00,Farm Labor Contractors,Web browser software,N,N
3776,13-1075.00,Labor Relations Specialists,Internet Grievance System IGS,N,N
3777,13-1075.00,Labor Relations Specialists,Kubernetes,Y,N
3778,13-1075.00,Labor Relations Specialists,LaborSoft LaborForce Arbitration/Appeals Manager module,N,N
3779,13-1075.00,Labor Relations Specialists,LaborSoft LaborForce Discipline Manager module,N,N
3780,13-1075.00,Labor Relations Specialists,LaborSoft LaborForce EEO Claims Manager module,N,N
3781,13-1075.00,Labor Relations Specialists,LaborSoft LaborForce Grievance Manager module,N,N
3782,13-1075.00,Labor Relations Specialists,LaborSoft LaborForce Incident Tracking module,N,N
3783,13-1075.00,Labor Relations Specialists,LaborSoft LaborForce Personnel Manager module,N,N
3784,13-1075.00,Labor Relations Specialists,LaborSoft LaborForce Reporting/Dashboard Manager module,N,N
3785,13-1075.00,Labor Relations Specialists,Micropact entellitrak Labor Relations Edition,N,N
3786,13-1075.00,Labor Relations Specialists,Microsoft Access,Y,N
3787,13-1075.00,Labor Relations Specialists,Microsoft Excel,Y,Y
3788,13-1075.00,Labor Relations Specialists,Microsoft Office software,Y,Y
3789,13-1075.00,Labor Relations Specialists,Microsoft Outlook,Y,Y
3790,13-1075.00,Labor Relations Specialists,Microsoft PowerPoint,Y,Y
3791,13-1075.00,Labor Relations Specialists,Microsoft SharePoint,Y,N
3792,13-1075.00,Labor Relations Specialists,Microsoft Word,Y,Y
3793,13-1075.00,Labor Relations Specialists,Oracle HRIS,N,Y
3794,13-1075.00,Labor Relations Specialists,Oracle PeopleSoft,Y,N
3795,13-1075.00,Labor Relations Specialists,ServiceNow,Y,Y
3796,13-1075.00,Labor Relations Specialists,Word processing software,N,N
3797,13-1075.00,Labor Relations Specialists,Workday software,Y,Y
3798,13-1081.00,Logisticians,Autodesk AutoCAD,Y,N
3799,13-1081.00,Logisticians,Customer relationship management CRM software,N,N
3800,13-1081.00,Logisticians,Enterprise resource planning ERP software,N,N
3801,13-1081.00,Logisticians,IBM Cognos Impromptu,N,N
3802,13-1081.00,Logisticians,IBM Power Systems software,N,N
3803,13-1081.00,Logisticians,Intuit QuickBooks,Y,N
3804,13-1081.00,Logisticians,Microsoft Access,Y,N
3805,13-1081.00,Logisticians,Microsoft Dynamics,N,N
3806,13-1081.00,Logisticians,Microsoft Excel,Y,Y
3807,13-1081.00,Logisticians,Microsoft Office software,Y,Y
3808,13-1081.00,Logisticians,Microsoft Outlook,Y,Y
3809,13-1081.00,Logisticians,Microsoft PowerPoint,Y,Y
3810,13-1081.00,Logisticians,Microsoft Project,Y,N
3811,13-1081.00,Logisticians,Microsoft SharePoint,Y,N
3812,13-1081.00,Logisticians,Microsoft SQL Server,Y,N
3813,13-1081.00,Logisticians,Microsoft Visio,Y,N
3814,13-1081.00,Logisticians,Microsoft Word,Y,Y
3815,13-1081.00,Logisticians,Oracle E-Business Suite,N,N
3816,13-1081.00,Logisticians,Oracle JD Edwards EnterpriseOne,N,N
3817,13-1081.00,Logisticians,Oracle Primavera Enterprise Project Portfolio Management,Y,N
3818,13-1081.00,Logisticians,Order management software,N,N
3819,13-1081.00,Logisticians,Purchasing software,N,N
3820,13-1081.00,Logisticians,Radio frequency identification RFID software,N,N
3821,13-1081.00,Logisticians,RedPrairie E2e,N,N
3822,13-1081.00,Logisticians,SAP software,Y,Y
3823,13-1081.00,Logisticians,SmugMug Flickr,N,N
3824,13-1081.00,Logisticians,Structured query language SQL,Y,N
3825,13-1081.00,Logisticians,Warehouse management system WMS,N,N
3826,13-1081.00,Logisticians,Web browser software,N,N
3827,13-1081.01,Logistics Engineers,Autodesk AutoCAD,Y,N
3828,13-1081.01,Logistics Engineers,C++,Y,N
3829,13-1081.01,Logistics Engineers,Computer aided design and drafting CADD software,N,N
3830,13-1081.01,Logistics Engineers,Enterprise resource planning ERP software,N,N
3831,13-1081.01,Logistics Engineers,Failure modes and effects analysis FMEA software,N,N
3832,13-1081.01,Logistics Engineers,i2 Transportation Modeler,N,N
3833,13-1081.01,Logistics Engineers,IBM Cognos Impromptu,N,N
3834,13-1081.01,Logistics Engineers,IBM ILOG CPLEX Optimization Studio,N,N
3835,13-1081.01,Logistics Engineers,IBM Notes,N,N
3836,13-1081.01,Logistics Engineers,ITEM Software ITEM ToolKit,N,N
3837,13-1081.01,Logistics Engineers,ITEM Software Spare Cost,N,N
3838,13-1081.01,Logistics Engineers,JDA Manugistics,N,N
3839,13-1081.01,Logistics Engineers,JMS Software RCM WorkSaver,N,N
3840,13-1081.01,Logistics Engineers,Logistics Cost Estimating Tool,N,N
3841,13-1081.01,Logistics Engineers,Logistics management information LMI database software,N,N
3842,13-1081.01,Logistics Engineers,Logistics Support Analysts SmartLogic,N,N
3843,13-1081.01,Logistics Engineers,LOGSA COMPASS,N,N
3844,13-1081.01,Logistics Engineers,LOGSA SYSPARS,N,N
3845,13-1081.01,Logistics Engineers,Microsoft Access,Y,N
3846,13-1081.01,Logistics Engineers,Microsoft Excel,Y,Y
3847,13-1081.01,Logistics Engineers,Microsoft Office software,Y,Y
3848,13-1081.01,Logistics Engineers,Microsoft Outlook,Y,Y
3849,13-1081.01,Logistics Engineers,Microsoft Power BI,Y,N
3850,13-1081.01,Logistics Engineers,Microsoft PowerPoint,Y,Y
3851,13-1081.01,Logistics Engineers,Microsoft Project,Y,N
3852,13-1081.01,Logistics Engineers,Microsoft SharePoint,Y,N
3853,13-1081.01,Logistics Engineers,Microsoft SQL Server,Y,N
3854,13-1081.01,Logistics Engineers,Microsoft Visio,Y,N
3855,13-1081.01,Logistics Engineers,Microsoft Visual Basic,Y,N
