,O*NET-SOC Code,Title,Element Name,Data Value
19754,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Design,3.19
19790,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Public Safety and Security,3.25
19734,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Administration and Management,3.35
19750,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Computers and Electronics,3.4
19752,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Engineering and Technology,3.54
19736,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Administrative,3.55
19742,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Customer and Personal Service,3.72
19760,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Mathematics,3.72
19758,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Mechanical,3.74
19780,25-1194.00,"Career/Technical Education Teachers, Postsecondary",English Language,3.84
19778,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Education and Training,4.47
19828,25-2011.00,"Preschool Teachers, Except Special Education",Physics,1.24
19818,25-2011.00,"Preschool Teachers, Except Special Education",Engineering and Technology,1.26
19830,25-2011.00,"Preschool Teachers, Except Special Education",Chemistry,1.3
19804,25-2011.00,"Preschool Teachers, Except Special Education",Economics and Accounting,1.32
19822,25-2011.00,"Preschool Teachers, Except Special Education",Building and Construction,1.33
19812,25-2011.00,"Preschool Teachers, Except Special Education",Production and Processing,1.37
19824,25-2011.00,"Preschool Teachers, Except Special Education",Mechanical,1.44
19832,25-2011.00,"Preschool Teachers, Except Special Education",Biology,1.51
19820,25-2011.00,"Preschool Teachers, Except Special Education",Design,1.52
19814,25-2011.00,"Preschool Teachers, Except Special Education",Food Production,1.65
19864,25-2011.00,"Preschool Teachers, Except Special Education",Transportation,1.71
19852,25-2011.00,"Preschool Teachers, Except Special Education",History and Archeology,1.82
19860,25-2011.00,"Preschool Teachers, Except Special Education",Telecommunications,1.86
19854,25-2011.00,"Preschool Teachers, Except Special Education",Philosophy and Theology,1.93
19838,25-2011.00,"Preschool Teachers, Except Special Education",Geography,1.97
19816,25-2011.00,"Preschool Teachers, Except Special Education",Computers and Electronics,1.98
19806,25-2011.00,"Preschool Teachers, Except Special Education",Sales and Marketing,2.09
19810,25-2011.00,"Preschool Teachers, Except Special Education",Personnel and Human Resources,2.12
19848,25-2011.00,"Preschool Teachers, Except Special Education",Foreign Language,2.19
19850,25-2011.00,"Preschool Teachers, Except Special Education",Fine Arts,2.21
19840,25-2011.00,"Preschool Teachers, Except Special Education",Medicine and Dentistry,2.22
19858,25-2011.00,"Preschool Teachers, Except Special Education",Law and Government,2.23
19862,25-2011.00,"Preschool Teachers, Except Special Education",Communications and Media,2.3
19826,25-2011.00,"Preschool Teachers, Except Special Education",Mathematics,2.32
19842,25-2011.00,"Preschool Teachers, Except Special Education",Therapy and Counseling,2.36
19836,25-2011.00,"Preschool Teachers, Except Special Education",Sociology and Anthropology,2.43
19802,25-2011.00,"Preschool Teachers, Except Special Education",Administrative,2.57
19800,25-2011.00,"Preschool Teachers, Except Special Education",Administration and Management,2.66
19834,25-2011.00,"Preschool Teachers, Except Special Education",Psychology,3.08
19808,25-2011.00,"Preschool Teachers, Except Special Education",Customer and Personal Service,3.2
19856,25-2011.00,"Preschool Teachers, Except Special Education",Public Safety and Security,3.29
19846,25-2011.00,"Preschool Teachers, Except Special Education",English Language,3.79
19844,25-2011.00,"Preschool Teachers, Except Special Education",Education and Training,3.99
19888,25-2012.00,"Kindergarten Teachers, Except Special Education",Building and Construction,1.17
19890,25-2012.00,"Kindergarten Teachers, Except Special Education",Mechanical,1.29
19880,25-2012.00,"Kindergarten Teachers, Except Special Education",Food Production,1.37
19872,25-2012.00,"Kindergarten Teachers, Except Special Education",Sales and Marketing,1.45
19894,25-2012.00,"Kindergarten Teachers, Except Special Education",Physics,1.49
19896,25-2012.00,"Kindergarten Teachers, Except Special Education",Chemistry,1.54
19870,25-2012.00,"Kindergarten Teachers, Except Special Education",Economics and Accounting,1.61
19878,25-2012.00,"Kindergarten Teachers, Except Special Education",Production and Processing,1.62
19930,25-2012.00,"Kindergarten Teachers, Except Special Education",Transportation,1.73
19886,25-2012.00,"Kindergarten Teachers, Except Special Education",Design,1.81
19926,25-2012.00,"Kindergarten Teachers, Except Special Education",Telecommunications,1.86
19884,25-2012.00,"Kindergarten Teachers, Except Special Education",Engineering and Technology,1.88
19906,25-2012.00,"Kindergarten Teachers, Except Special Education",Medicine and Dentistry,2.08
19914,25-2012.00,"Kindergarten Teachers, Except Special Education",Foreign Language,2.1
19898,25-2012.00,"Kindergarten Teachers, Except Special Education",Biology,2.29
19924,25-2012.00,"Kindergarten Teachers, Except Special Education",Law and Government,2.32
19876,25-2012.00,"Kindergarten Teachers, Except Special Education",Personnel and Human Resources,2.4
19916,25-2012.00,"Kindergarten Teachers, Except Special Education",Fine Arts,2.59
19928,25-2012.00,"Kindergarten Teachers, Except Special Education",Communications and Media,2.64
19866,25-2012.00,"Kindergarten Teachers, Except Special Education",Administration and Management,2.92
19920,25-2012.00,"Kindergarten Teachers, Except Special Education",Philosophy and Theology,2.93
19918,25-2012.00,"Kindergarten Teachers, Except Special Education",History and Archeology,2.97
19904,25-2012.00,"Kindergarten Teachers, Except Special Education",Geography,3.17
19882,25-2012.00,"Kindergarten Teachers, Except Special Education",Computers and Electronics,3.22
19908,25-2012.00,"Kindergarten Teachers, Except Special Education",Therapy and Counseling,3.23
19868,25-2012.00,"Kindergarten Teachers, Except Special Education",Administrative,3.28
19922,25-2012.00,"Kindergarten Teachers, Except Special Education",Public Safety and Security,3.31
19902,25-2012.00,"Kindergarten Teachers, Except Special Education",Sociology and Anthropology,3.33
19874,25-2012.00,"Kindergarten Teachers, Except Special Education",Customer and Personal Service,3.53
19892,25-2012.00,"Kindergarten Teachers, Except Special Education",Mathematics,3.86
19900,25-2012.00,"Kindergarten Teachers, Except Special Education",Psychology,3.95
19912,25-2012.00,"Kindergarten Teachers, Except Special Education",English Language,4.61
19910,25-2012.00,"Kindergarten Teachers, Except Special Education",Education and Training,4.69
19946,25-2021.00,"Elementary School Teachers, Except Special Education",Food Production,1.07
19956,25-2021.00,"Elementary School Teachers, Except Special Education",Mechanical,1.27
19962,25-2021.00,"Elementary School Teachers, Except Special Education",Chemistry,1.33
19944,25-2021.00,"Elementary School Teachers, Except Special Education",Production and Processing,1.35
19954,25-2021.00,"Elementary School Teachers, Except Special Education",Building and Construction,1.38
19960,25-2021.00,"Elementary School Teachers, Except Special Education",Physics,1.53
19936,25-2021.00,"Elementary School Teachers, Except Special Education",Economics and Accounting,1.57
19996,25-2021.00,"Elementary School Teachers, Except Special Education",Transportation,1.71
19972,25-2021.00,"Elementary School Teachers, Except Special Education",Medicine and Dentistry,1.72
19938,25-2021.00,"Elementary School Teachers, Except Special Education",Sales and Marketing,1.78
19952,25-2021.00,"Elementary School Teachers, Except Special Education",Design,1.79
19950,25-2021.00,"Elementary School Teachers, Except Special Education",Engineering and Technology,1.84
19964,25-2021.00,"Elementary School Teachers, Except Special Education",Biology,1.84
19982,25-2021.00,"Elementary School Teachers, Except Special Education",Fine Arts,1.94
19980,25-2021.00,"Elementary School Teachers, Except Special Education",Foreign Language,1.98
19992,25-2021.00,"Elementary School Teachers, Except Special Education",Telecommunications,2.02
19990,25-2021.00,"Elementary School Teachers, Except Special Education",Law and Government,2.47
19942,25-2021.00,"Elementary School Teachers, Except Special Education",Personnel and Human Resources,2.51
19986,25-2021.00,"Elementary School Teachers, Except Special Education",Philosophy and Theology,2.66
19984,25-2021.00,"Elementary School Teachers, Except Special Education",History and Archeology,2.87
19970,25-2021.00,"Elementary School Teachers, Except Special Education",Geography,2.88
19968,25-2021.00,"Elementary School Teachers, Except Special Education",Sociology and Anthropology,2.94
19994,25-2021.00,"Elementary School Teachers, Except Special Education",Communications and Media,3.1
19932,25-2021.00,"Elementary School Teachers, Except Special Education",Administration and Management,3.14
19934,25-2021.00,"Elementary School Teachers, Except Special Education",Administrative,3.17
19988,25-2021.00,"Elementary School Teachers, Except Special Education",Public Safety and Security,3.18
19948,25-2021.00,"Elementary School Teachers, Except Special Education",Computers and Electronics,3.23
19974,25-2021.00,"Elementary School Teachers, Except Special Education",Therapy and Counseling,3.27
19966,25-2021.00,"Elementary School Teachers, Except Special Education",Psychology,3.66
19940,25-2021.00,"Elementary School Teachers, Except Special Education",Customer and Personal Service,3.85
19958,25-2021.00,"Elementary School Teachers, Except Special Education",Mathematics,3.91
19976,25-2021.00,"Elementary School Teachers, Except Special Education",Education and Training,4.84
19978,25-2021.00,"Elementary School Teachers, Except Special Education",English Language,4.86
20020,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Building and Construction,1.1
20022,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Mechanical,1.3
20010,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Production and Processing,1.33
20002,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Economics and Accounting,1.41
20046,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Foreign Language,1.42
20012,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Food Production,1.49
20062,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Transportation,1.53
20018,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Design,1.56
20004,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Sales and Marketing,1.67
20058,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Telecommunications,1.82
20038,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Medicine and Dentistry,1.83
20016,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Engineering and Technology,1.84
20028,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Chemistry,1.91
20026,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Physics,2.02
20030,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Biology,2.21
20008,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Personnel and Human Resources,2.23
20048,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Fine Arts,2.25
19998,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Administration and Management,2.45
20040,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Therapy and Counseling,2.47
20056,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Law and Government,2.63
20060,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Communications and Media,2.85
20036,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Geography,3.01
20000,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Administrative,3.03
20034,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Sociology and Anthropology,3.07
20006,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Customer and Personal Service,3.09
20054,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Public Safety and Security,3.16
20050,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",History and Archeology,3.17
20014,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Computers and Electronics,3.23
20032,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Psychology,3.3
20024,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Mathematics,3.66
20052,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Philosophy and Theology,3.79
20044,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",English Language,4.33
20042,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Education and Training,4.47
20104,25-2023.00,"Career/Technical Education Teachers, Middle School",Medicine and Dentistry,1.56
20092,25-2023.00,"Career/Technical Education Teachers, Middle School",Physics,1.64
20114,25-2023.00,"Career/Technical Education Teachers, Middle School",Fine Arts,1.8
20102,25-2023.00,"Career/Technical Education Teachers, Middle School",Geography,2.03
20112,25-2023.00,"Career/Technical Education Teachers, Middle School",Foreign Language,2.06
20094,25-2023.00,"Career/Technical Education Teachers, Middle School",Chemistry,2.08
20070,25-2023.00,"Career/Technical Education Teachers, Middle School",Sales and Marketing,2.17
20118,25-2023.00,"Career/Technical Education Teachers, Middle School",Philosophy and Theology,2.23
20124,25-2023.00,"Career/Technical Education Teachers, Middle School",Telecommunications,2.31
20078,25-2023.00,"Career/Technical Education Teachers, Middle School",Food Production,2.36
